PMID	REGULATOR	REGULATED	NORMALIZED_EFFECT	sentence_tagged
17513476	CRP	rhaBAD	activator	The threefold contribution to activation by CRP in this experiment is very similar to the twofold contribution found in the above in vivo experiment ( Table 3 ) , confirming that RhaS - CTD is sufficient to allow at least partial @TF$ activation of @Regulated$ expression .
17513476	CRP	rhaBAD	no_relation	The threefold contribution to activation by @TF$ in this experiment is very similar to the twofold contribution found in the above in vivo experiment ( Table 3 ) , confirming that RhaS - CTD is sufficient to allow at least partial CRP activation of @Regulated$ expression .
11139621	NagC	glmUS	activator	The @Regulated$ operon , which is regulated positively by @TF$ , also relies upon co - operative binding of NagC to two sites ( 2 ) .
11139621	NagC	glmUS	no_relation	The @Regulated$ operon , which is regulated positively by NagC , also relies upon co - operative binding of @TF$ to two sites ( 2 ) .
11073923	CRP	rhaSR	activator	Clearly there is a component ( 13 - to 20 - fold ) to the activation by @TF$ at @Regulated$ that is independent of both - CTD and RhaR and hence does not function by the same mechanism used at simple class I CRP - dependent promoters , nor does it function through cooperative binding with RhaR .
11073923	CRP	rhaSR	no_relation	Clearly there is a component ( 13 - to 20 - fold ) to the activation by CRP at @Regulated$ that is independent of both - CTD and RhaR and hence does not function by the same mechanism used at simple class I @TF$ - dependent promoters , nor does it function through cooperative binding with RhaR .
11073923	CRP	rhaSR	activator	This component of @TF$ activation at @Regulated$ could account for the majority of the CRP activation in a wild - type context and may involve a mechanism , such as DNA bending , that can act from a distance .
11073923	CRP	rhaSR	no_relation	This component of CRP activation at @Regulated$ could account for the majority of the @TF$ activation in a wild - type context and may involve a mechanism , such as DNA bending , that can act from a distance .
16261196	NsrR	ytfE	repressor	Moreover , a common inverted repeat sequence coincided with the defined here NsrR recognition motif was shown to be involved in @TF$ - mediated repression of the @Regulated$ gene .
16261196	NsrR	ytfE	no_relation	Moreover , a common inverted repeat sequence coincided with the defined here @TF$ recognition motif was shown to be involved in NsrR - mediated repression of the @Regulated$ gene .
21441513	ArgP	argO	regulator	The @TF$ - binding site for @Regulated$ extends up to nucleotide 20 and thereby overlaps the 35 promoter motif , whereas the ArgP - binding site for lysP extends up to position 47 , which is upstream of the 35 promoter site ( Fig . 2 ) .
21441513	ArgP	argO	no_relation	The ArgP - binding site for @Regulated$ extends up to nucleotide 20 and thereby overlaps the 35 promoter motif , whereas the @TF$ - binding site for lysP extends up to position 47 , which is upstream of the 35 promoter site ( Fig . 2 ) .
21441513	ArgP	lysP	regulator	The ArgP - binding site for argO extends up to nucleotide 20 and thereby overlaps the 35 promoter motif , whereas the @TF$ - binding site for @Regulated$ extends up to position 47 , which is upstream of the 35 promoter site ( Fig . 2 ) .
21441513	ArgP	lysP	no_relation	The @TF$ - binding site for argO extends up to nucleotide 20 and thereby overlaps the 35 promoter motif , whereas the ArgP - binding site for @Regulated$ extends up to position 47 , which is upstream of the 35 promoter site ( Fig . 2 ) .
1848637	CAP	nag	activator	The simultaneous binding of repressor and activator type proteins to @Regulated$ DNA implies two corollaries : ( 1 ) @TF$ does not repress by competition with CAP and ( 2 ) CAP does not activate by displacing NagC .
1848637	CAP	nag	no_relation	The simultaneous binding of repressor and activator type proteins to @Regulated$ DNA implies two corollaries : ( 1 ) NagC does not repress by competition with CAP and ( 2 ) CAP does not activate by displacing @TF$ .
21441513	ArgP	argO	regulator	Considering the in vivo and in vitro data presented in this work , the mechanism by which @TF$ regulates @Regulated$ transcription ( 24 ) , and the known capacity of Lrp to alter the shape of the DNA by inducing bending and wrapping ( 57 ) , a model for lysP regulation in which binding of Lrp to the lysP control region may favor and / or stabilize the ArgP - RNA polymerase - DNA complexes or introduce DNA conformational changes is conceivable .
21441513	ArgP	argO	no_relation	Considering the in vivo and in vitro data presented in this work , the mechanism by which ArgP regulates @Regulated$ transcription ( 24 ) , and the known capacity of Lrp to alter the shape of the DNA by inducing bending and wrapping ( 57 ) , a model for lysP regulation in which binding of Lrp to the lysP control region may favor and / or stabilize the @TF$ - RNA polymerase - DNA complexes or introduce DNA conformational changes is conceivable .
11929525	FNR	dmsA	activator	( 2000 ) @TF$ dependent activation of the class II @Regulated$ and narG promoters of Escherichia coli requires FNR - activating regions 1 and 3 .
11929525	FNR	dmsA	no_relation	( 2000 ) FNR dependent activation of the class II @Regulated$ and narG promoters of Escherichia coli requires @TF$ - activating regions 1 and 3 .
15342598	Ada	alkA	activator	The Escherichia coli Ada protein can interact with two distinct determinants in the 70 subunit of RNA polymerase according to promoter architecture : identification of the target of @TF$ activation at the @Regulated$ promoter .
15342598	Ada	alkA	no_relation	The Escherichia coli @TF$ protein can interact with two distinct determinants in the 70 subunit of RNA polymerase according to promoter architecture : identification of the target of Ada activation at the @Regulated$ promoter .
11601842	OmpR	ompC	activator	Evidence for multiple @TF$ - binding sites in the upstream activation sequence of the @Regulated$ promoter in Escherichia coli : a single OmpR - binding site is capable of activating the promoter .
11601842	OmpR	ompC	no_relation	Evidence for multiple OmpR - binding sites in the upstream activation sequence of the @Regulated$ promoter in Escherichia coli : a single @TF$ - binding site is capable of activating the promoter .
9135111	GntR	gntKU	repressor	CAT fusion analysis revealed that the operon has a promoter for gntR and another for gntKU , and that the gntR gene is constitutively expressed , while that of @Regulated$ is regulated positively by the cAMP - CRP complex and negatively by @TF$ .
9135111	GntR	gntKU	no_relation	CAT fusion analysis revealed that the operon has a promoter for gntR and another for @Regulated$ , and that the gntR gene is constitutively expressed , while that of gntKU is regulated positively by the cAMP - CRP complex and negatively by @TF$ .
9537375	GntR	gntT	repressor	In a gntR deletion mutant , the expression of a chromosomal gntT : : lacZ fusion is both high and constitutive , confirming that @TF$ is the negative regulator of @Regulated$ .
9537375	GntR	gntT	no_relation	In a gntR deletion mutant , the expression of a chromosomal @Regulated$ : : lacZ fusion is both high and constitutive , confirming that @TF$ is the negative regulator of gntT .
8995231	DnaA	dnaA	repressor	This results in the repression of transcription , suggesting that the extent of oligomerization of @TF$ proteins over two dnaA promoters contributes to the autoregulation of expression of the @Regulated$ gene .
8995231	DnaA	dnaA	no_relation	This results in the repression of transcription , suggesting that the extent of oligomerization of @TF$ proteins over two @Regulated$ promoters contributes to the autoregulation of expression of the dnaA gene .
18673442	MarA	tolC	activator	Transcriptional activation by @TF$ , SoxS and Rob of two @Regulated$ promoters using one binding site : a complex promoter configuration for tolC in Escherichia coli .
18673442	MarA	tolC	no_relation	Transcriptional activation by @TF$ , SoxS and Rob of two tolC promoters using one binding site : a complex promoter configuration for @Regulated$ in Escherichia coli .
18673442	Rob	tolC	activator	Transcriptional activation by MarA , SoxS and @TF$ of two @Regulated$ promoters using one binding site : a complex promoter configuration for tolC in Escherichia coli .
18673442	Rob	tolC	no_relation	Transcriptional activation by MarA , SoxS and @TF$ of two tolC promoters using one binding site : a complex promoter configuration for @Regulated$ in Escherichia coli .
18673442	SoxS	tolC	activator	Transcriptional activation by MarA , @TF$ and Rob of two @Regulated$ promoters using one binding site : a complex promoter configuration for tolC in Escherichia coli .
18673442	SoxS	tolC	no_relation	Transcriptional activation by MarA , @TF$ and Rob of two tolC promoters using one binding site : a complex promoter configuration for @Regulated$ in Escherichia coli .
8626315	Rob	fumC	activator	We found that @TF$ ( i ) activates the transcription of zwf , fpr , @Regulated$ , micF , nfo , and sodA , ( ii ) requires a 21 - bp soxbox - marbox - robbox sequence to activate zwf transcription , ( iii ) protects the soxbox / marbox / robbox from attack by DNase I , ( iv ) is ambidextrous , i . e . , requires the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF , ( v ) bends zwf and fumC DNA , and ( vi ) binds zwf and fumC DNA as a monomer .
8626315	Rob	fumC	no_relation	We found that @TF$ ( i ) activates the transcription of zwf , fpr , fumC , micF , nfo , and sodA , ( ii ) requires a 21 - bp soxbox - marbox - robbox sequence to activate zwf transcription , ( iii ) protects the soxbox / marbox / robbox from attack by DNase I , ( iv ) is ambidextrous , i . e . , requires the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not @Regulated$ or micF , ( v ) bends zwf and fumC DNA , and ( vi ) binds zwf and fumC DNA as a monomer .
8626315	Rob	fumC	no_relation	We found that @TF$ ( i ) activates the transcription of zwf , fpr , fumC , micF , nfo , and sodA , ( ii ) requires a 21 - bp soxbox - marbox - robbox sequence to activate zwf transcription , ( iii ) protects the soxbox / marbox / robbox from attack by DNase I , ( iv ) is ambidextrous , i . e . , requires the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF , ( v ) bends zwf and @Regulated$ DNA , and ( vi ) binds zwf and fumC DNA as a monomer .
8626315	Rob	fumC	no_relation	We found that @TF$ ( i ) activates the transcription of zwf , fpr , fumC , micF , nfo , and sodA , ( ii ) requires a 21 - bp soxbox - marbox - robbox sequence to activate zwf transcription , ( iii ) protects the soxbox / marbox / robbox from attack by DNase I , ( iv ) is ambidextrous , i . e . , requires the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF , ( v ) bends zwf and fumC DNA , and ( vi ) binds zwf and @Regulated$ DNA as a monomer .
